cellosaurus_id,cell_line_name,DepMap_ID,disease,disease_combined,disease_cleaned,disease_sutype,disease_sub_subtype,culture_type,culture_medium,gender,source,cellosaurus_derived_from_site,cellosaurus_disease,tissue
CVCL_1614,OAW28,ACH-000116,ovary,ovary,Ovary,ovary_adenocarcinoma,ovary_high_grade_serous,Adherent,DMEM + 10% FBS,Female,ECACC,Ascites,High grade ovarian serous adenocarcinoma,Ovary
CVCL_1615,OAW42,ACH-000704,ovary,ovary,Ovary, , ,,,Female,ECACC,Ascites,Ovarian serous cystadenocarcinoma,Ovary
CVCL_1621,OCUB-M,ACH-002179,unknown,breast carcinoma,Breast, , ,,,,Sanger,Pleural effusion,Breast carcinoma,Breast
CVCL_1622,OE19,ACH-000679,esophagus,esophagus,Esophagus,esophagus_squamous, ,,,Male,HPACC,Esophagus,Adenocarcinoma of the esophagus,Esophagus
CVCL_1623,OMC-1 [Human cervical carcinoma],,,squamous cell carcinoma of the cervix uteri,Cervix,,,,,,,Left supraclavicular lymph node,Squamous cell carcinoma of the cervix uteri,Cervix
CVCL_1626,OS-RC-2,ACH-000159,kidney,kidney,Kidney, , ,Adherent,RPMI + 10% FBS,Male,RIKEN,Kidney,Clear cell renal carcinoma,Kidney
CVCL_1628,OVCAR-5,ACH-001151,ovary,ovary,Ovary,ovary_adenocarcinoma,ovary_high_grade_serous,Adherent,RPMI + 5% FBS,Female,Garraway Lab,Ascites,High grade ovarian serous adenocarcinoma,Ovary
CVCL_1631,P30/OHK,ACH-002059,leukemia,leukemia,Blood,B-cell_ALL, ,,,Female,,Bone marrow,Precursor B-cell acute lymphoblastic leukemia,Blood
CVCL_1638,Panc 08.13,ACH-000417,pancreas,pancreas,Pancreas, , ,,,Male,ATCC,Pancreas,Pancreatic ductal adenocarcinoma,Pancreas
CVCL_1641,PF-382,ACH-000937,leukemia,leukemia,Blood,T-cell_ALL, ,Suspension,RPMI + 10% FBS,Female,DSMZ,Pleural effusion,Precursor T-cell acute lymphoblastic leukemia,Blood
CVCL_1642,PFSK-1,ACH-001711,central_nervous_system,central_nervous_system,Brain,PNET, ,,,Male,,"Brain, right frontal lobe",Primitive neuroectodermal tumor,Brain
CVCL_1645,QIMR-WIL,ACH-002299,unknown,acute myeloid leukemia,Blood, , ,,,,Sanger,Peripheral blood,Acute myeloid leukemia,Blood
CVCL_1646,Ramos.2G6.4C10,ACH-002300,unknown,burkitt lymphoma,Lymph, , ,,,,Sanger,Ascites,Burkitt lymphoma,Lymph
CVCL_1647,RCC10RGB,ACH-000189,kidney,kidney,Kidney, , ,Adherent,DMEM + 10% FBS,Male,RIKEN,Kidney,Renal cell carcinoma,Kidney
CVCL_1648,RCM-1 [Human rectal adenocarcinoma],,,rectal adenocarcinoma,Colon,,,,,,,Rectum,Rectal adenocarcinoma,Colon
CVCL_1654,RERF-LC-KJ,ACH-000482,lung,lung,Lung,lung_NSC,lung_adenocarcinoma,,,Male,HSSRB,,Lung adenocarcinoma,Lung
CVCL_1656,RERF-LC-Sq1,ACH-000442,lung,lung,Lung,lung_NSC,lung_squamous,,,Female,HSRRB,Lung,Lung squamous cell carcinoma,Lung
CVCL_1657,RF-48,ACH-002301,unknown,lymphoma,Lymph, , ,,,,Sanger,,Lymphoma,Lymph
CVCL_1660,RL,ACH-000371,lymphoma,lymphoma,Lymph,B-cell_lymphoma_other, ,,,Male,ATCC,Ascites,Diffuse large B-cell lymphoma,Lymph
CVCL_1662,RMG-I,ACH-000719,ovary,ovary,Ovary,ovary_adenocarcinoma,ovary_clear_cell,,,Female,HSRRB,Ascites,Clear cell adenocarcinoma of the ovary,Ovary
CVCL_1665,RPMI-6666,ACH-001182,other,other,Unknown, , ,,,Unknown,ATCC,,,Blood
CVCL_1668,RPMI-8866,ACH-002302,unknown,chronic myeloid leukemia,Blood, , ,,,,Sanger,Peripheral blood,Chronic myeloid leukemia,Blood
CVCL_1673,RXF 393L,,,renal cell carcinoma,Kidney,,,,,,,,Renal cell carcinoma,Kidney
CVCL_1675,SAS,ACH-002029,upper_aerodigestive,upper_aerodigestive,Head And Neck,upper_aerodigestive_squamous, ,,,Female,,"Oral cavity, tongue",Squamous cell carcinoma of the oral tongue,Head And Neck
CVCL_1676,SBC-1,ACH-002196,unknown,small cell lung cancer,Lung, , ,,,,Sanger,Lung,Small cell lung cancer,Lung
CVCL_1678,SBC-3,ACH-002197,unknown,small cell lung cancer,Lung, , ,,,,Sanger,Bone marrow,Small cell lung cancer,Lung
CVCL_1681,SCC-15,ACH-000254,upper_aerodigestive,upper_aerodigestive,Head And Neck,upper_aerodigestive_squamous, ,,,Male,ATCC,"Oral cavity, tongue",Squamous cell carcinoma of the oral tongue,Head And Neck
CVCL_1683,SCC-3,ACH-001642,lymphoma,lymphoma,Lymph, , ,,,Female,,Pleural effusion,B-cell non-Hodgkin lymphoma,Lymph
CVCL_1684,SCC-4,ACH-000238,upper_aerodigestive,upper_aerodigestive,Head And Neck,upper_aerodigestive_squamous, ,Adherent,DMEM:F12 (1:1) + 10% FBS + 0.4ug/ml Hydrocortisone,Male,ATCC,"Oral cavity, tongue",Squamous cell carcinoma of the oral tongue,Head And Neck
CVCL_1687,SCH,ACH-002198,unknown,gastric choriocarcinoma,Stomach, , ,,,,Sanger,Omentum,Gastric choriocarcinoma,Stomach
CVCL_1689,SF268,ACH-000655,central_nervous_system,central_nervous_system,Brain,glioma, ,Adherent,RPMI + 5% FBS,Female,Garraway Lab,"Brain, right parietal lobe",Astrocytoma,Brain
CVCL_1691,SF539,ACH-000273,central_nervous_system,central_nervous_system,Brain,glioma, ,Adherent,RPMI + 5% FBS,Female,Garraway Lab,"Brain, right temporo-parietal junction",Gliosarcoma,Brain
CVCL_1692,SH-4,ACH-000441,skin,skin,Skin,melanoma, ,,,Female,ATCC,Pleural effusion,Melanoma,Skin
CVCL_1698,SK-MG-1,ACH-002304,unknown,astrocytoma,Brain, , ,,,,Sanger,,Astrocytoma,Brain
CVCL_1703,SK-PN-DW,ACH-001193,bone,bone,Bone,Ewing_sarcoma, ,Adherent,DMEM + 10% FBS + 1% Glutamine,Male,,Retroperitoneal space,Primitive neuroectodermal tumor,Bone
CVCL_1704,SKG-IIIa,ACH-002020,cervix,cervix,Cervix, , ,,,Female,,"Uterus, cervix",Squamous cell carcinoma of the cervix uteri,Cervix
CVCL_1705,SN12C,ACH-002199,unknown,renal cell carcinoma,Kidney, , ,,,,Sanger,Kidney,Renal cell carcinoma,Kidney
CVCL_1706,SNB-75,ACH-000504,central_nervous_system,central_nervous_system,Brain,glioma, ,Adherent,RPMI + 5% FBS,Female,Garraway Lab,Brain,Glioblastoma,Brain
CVCL_1708,SNU-C1,ACH-000722,colorectal,colorectal,Colon, , ,,,Male,ATCC,Peritoneum,Colon adenocarcinoma,Colon
CVCL_1711,SR,ACH-001665,unknown,alk-positive anaplastic large cell lymphoma,Lymph, , ,,,Male,,Pleural effusion,ALK-positive anaplastic large cell lymphoma,Lymph
CVCL_1712,ST486,ACH-000567,lymphoma,lymphoma,Lymph,Burkitt_lymphoma, ,,,Female,ATCC,Ascites,Burkitt lymphoma,Lymph
CVCL_1719,SW156,ACH-001398,kidney,kidney,Kidney, , ,,,Male,,Kidney,Renal cell carcinoma,Kidney
CVCL_1721,SW1710,ACH-000566,urinary_tract,urinary_tract,Bladder, , ,,,Female,DSMZ,,Bladder carcinoma,Bladder
CVCL_1722,SW1783,ACH-000883,central_nervous_system,central_nervous_system,Brain,glioma,astrocytoma,,,Male,ATCC,,Anaplastic astrocytoma,Brain
CVCL_1725,SW626,ACH-001399,colorectal,colorectal,Colon, , ,,,Female,,Ovary,Colon adenocarcinoma,Colon
CVCL_1726,SW684,ACH-002309,unknown,fibrosarcoma,Soft Tissue, , ,,,,Sanger,,Fibrosarcoma,Soft Tissue
CVCL_1727,SW756,ACH-001402,cervix,cervix,Cervix, , ,Adherent,L15 + 10% FBS,Female,,"Uterus, cervix",Squamous cell carcinoma of the cervix uteri,Cervix
CVCL_1730,SW872,ACH-002310,unknown,liposarcoma,Soft Tissue, , ,,,,Sanger,,Liposarcoma,Soft Tissue
CVCL_1733,SW962,ACH-002200,unknown,vulvar carcinoma,Cervix, , ,,,,Sanger,Lymph node,Vulvar carcinoma,Cervix
CVCL_1734,SW982,ACH-001274,soft_tissue,soft_tissue,Soft Tissue,synovial_sarcoma, ,Adherent,DMEM + 20% FBS + 1mM Sodium pyruvate,Female,,Synovium,Synovial sarcoma,Soft Tissue
CVCL_1735,SU-DHL-5,ACH-000660,lymphoma,lymphoma,Lymph,DLBCL, ,,,Female,DSMZ,Lymph node,Diffuse large B-cell lymphoma,Lymph
CVCL_1754,TE 441.T,ACH-000772,rhabdomyosarcoma,rhabdomyosarcoma,Muscle, , ,,,Female,ATCC,Connective tissue,Rhabdomyosarcoma,Muscle
CVCL_1760,TE-10,ACH-000318,esophagus,esophagus,Esophagus,esophagus_squamous, ,Adherent,DMEM + 10% FBS,Male,RIKEN,Esophagus,Squamous cell carcinoma of the esophagus,Esophagus
CVCL_1762,TE-12,ACH-002311,unknown,squamous cell carcinoma of the esophagus,Esophagus, , ,,,,Sanger,,Squamous cell carcinoma of the esophagus,Esophagus
CVCL_1765,TE-6,ACH-000605,esophagus,esophagus,Esophagus,esophagus_squamous, ,Adherent,RPMI + 10% FBS,Male,RIKEN,Esophagus,Squamous cell carcinoma of the esophagus,Esophagus
CVCL_1766,TE-8,ACH-000452,esophagus,esophagus,Esophagus,esophagus_squamous, ,Adherent,RPMI + 10% FBS,Male,RIKEN,Esophagus,Squamous cell carcinoma of the esophagus,Esophagus
CVCL_1768,TGBC11TKB,ACH-000949,gastric,gastric,Stomach,gastric_adenocarcinoma, ,,,Female,RIKEN,Lymph node,Gastric carcinoma,Stomach
CVCL_1769,TGBC1TKB,ACH-001861,bile_duct,bile_duct,Liver,gallbladder, ,,,Female,,Lymph node,Carcinoma of gallbladder and extrahepatic biliary tract,Liver
CVCL_1770,TGBC24TKB,ACH-002312,unknown,carcinoma of gallbladder and extrahepatic biliary tract,Liver, , ,,,,Sanger,Ascites,Carcinoma of gallbladder and extrahepatic biliary tract,Liver
CVCL_1771,TGW,ACH-001674,peripheral_nervous_system,peripheral_nervous_system,Nervous System,neuroblastoma, ,,,Male,,Adrenal gland,Neuroblastoma,Nervous System
CVCL_1773,TK-10,ACH-001208,kidney,kidney,Kidney, , ,,,Male,,Kidney,Clear cell renal carcinoma,Kidney
CVCL_1774,TT,ACH-000561,esophagus,esophagus,Esophagus,esophagus_squamous, ,,,Male,HSSRB,Thyroid gland,Multiple endocrine neoplasia type 2,Esophagus
CVCL_1775,TUR,ACH-002314,unknown,acute monoblastic/monocytic leukemia,Blood, , ,,,,Sanger,Pleural effusion,Acute monoblastic/monocytic leukemia,Blood
CVCL_1782,UACC-893,ACH-000554,breast,breast,Breast,HER2Amp, ,,,Female,ATCC,Breast,Invasive breast carcinoma of no special type,Breast
CVCL_1784,UMC-11,ACH-001417,lung,lung,Lung, , ,,,Male,,,Lung carcinoid tumor,Lung
CVCL_1785,VA-ES-BJ,ACH-001702,soft_tissue,soft_tissue,Soft Tissue,epitheliod_sarcoma, ,,,Male,,Bone marrow,Epithelioid sarcoma,Soft Tissue
CVCL_1789,VMRC-MELG,ACH-001704,skin,skin,Skin,melanoma, ,,,Male,,,Melanoma,Skin
CVCL_1793,WSU-NHL,ACH-001709,lymphoma,lymphoma,Lymph,B-cell_lymphoma_other, ,,,Female,,Pleural effusion,Diffuse large B-cell lymphoma,Lymph
CVCL_1794,YAPC,ACH-000332,pancreas,pancreas,Pancreas, , ,Adherent,RPMI + 10% FBS,Male,DSMZ,Ascites,Pancreatic carcinoma,Pancreas
CVCL_1795,YH-13,ACH-000469,central_nervous_system,central_nervous_system,Brain,glioma,glioblastoma,Adherent,MEM + 20% FBS,Male,HSSRB,"Brain, left fronto-parietal lobe.",Glioblastoma,Brain
CVCL_1797,YT,ACH-002317,unknown,natural killer cell lymphoblastic leukemia/lymphoma,Blood, , ,,,,Sanger,Pericardial effusion,Natural killer cell lymphoblastic leukemia/lymphoma,Blood
CVCL_1808,CAL-29,ACH-000142,urinary_tract,urinary_tract,Bladder, , ,Adherent,DMEM + 10% FBS,Female,DSMZ,Urinary bladder,Bladder carcinoma,Bladder
CVCL_1812,EFM-192A,ACH-000117,breast,breast,Breast,TPBC, ,,,Female,DSMZ,Pleural effusion,Breast carcinoma,Breast
CVCL_1819,VAL,ACH-001703,lymphoma,lymphoma,Lymph,B-cell_ALL, ,,,Female,,Bone marrow,Diffuse large B-cell lymphoma,Lymph
CVCL_1822,Karpas-231,ACH-002255,unknown,diffuse large b-cell lymphoma,Lymph, , ,,,,Sanger,Peripheral blood,Diffuse large B-cell lymphoma,Lymph
CVCL_1844,OCI-AML-3,ACH-000336,leukemia,leukemia,Blood,AML, ,Suspension,AlphaMEM + 20% FBS,Male,DSMZ,Peripheral blood,Acute myeloid leukemia,Blood
CVCL_1847,PaTu 8988t,ACH-000023,pancreas,pancreas,Pancreas, , ,,,Female,DSMZ,Liver,Pancreatic adenocarcinoma,Pancreas
CVCL_1866,KOPN-8,ACH-001106,leukemia,leukemia,Blood,B-cell_ALL, ,,,Female,DSMZ,Peripheral blood,B-lymphoblastic leukemia/lymphoma with t(v,Blood
CVCL_1877,NU-DUL-1,ACH-000287,lymphoma,lymphoma,Lymph,B-cell_lymphoma_other, ,,,Male,DSMZ,Cerebrospinal fluid,Diffuse large B-cell lymphoma,Lymph
CVCL_1878,OCI-Ly19,ACH-000124,lymphoma,lymphoma,Lymph,DLBCL, ,,,Female,DSMZ,Bone marrow,Diffuse large B-cell lymphoma,Lymph
CVCL_1883,RC-K8,ACH-001638,lymphoma,lymphoma,Lymph, , ,,,Male,,Peritoneal effusion,Diffuse large B-cell lymphoma,Lymph
CVCL_1899,UPCI-SCC-090,,,squamous cell carcinoma of the oral tongue,Head And Neck,,,,,,,"Oral cavity, tongue",Squamous cell carcinoma of the oral tongue,Head And Neck
CVCL_1902,WSU-DLCL2,ACH-000534,lymphoma,lymphoma,Lymph,DLBCL, ,,,Male,DSMZ,Pleural effusion,Diffuse large B-cell lymphoma,Lymph
CVCL_1911,UO-31,ACH-000428,kidney,kidney,Kidney, , ,,,Male,Garraway Lab,Kidney,Renal cell carcinoma,Kidney
CVCL_1978,CL-11,ACH-000249,colorectal,colorectal,Colon, , ,,,Male,DSMZ,Colon,Colon adenocarcinoma,Colon
CVCL_1997,COLO 783,ACH-000812,skin,skin,Skin,melanoma, ,,,Female,DSMZ,Right axillary lymph node,Melanoma,Skin
CVCL_2022,DND-41,ACH-000981,leukemia,leukemia,Blood,T-cell_ALL, ,,,Male,DSMZ,Peripheral blood,Precursor T-cell acute lymphoblastic leukemia,Blood
CVCL_2058,HCC33,ACH-000515,lung,lung,Lung,lung_small, ,,,Male,DSMZ,Pleural effusion,Small cell lung cancer,Lung
CVCL_2062,HCC202,ACH-000725,breast,breast,Breast,HER2Amp, ,Adherent,RPMI + 10% FBS,Female,ATCC,Breast,Breast ductal carcinoma,Breast
CVCL_2077,JIMT-1,ACH-000711,breast,breast,Breast,HER2Amp, ,Adherent,RPMI + 10% FBS,Female,DSMZ,Pleural effusion,Breast ductal carcinoma,Breast
CVCL_2078,JJN-3,ACH-000653,multiple_myeloma,multiple_myeloma,Blood, , ,Suspension,DMEM:IMDM (1:1) + 20% FBS,Female,DSMZ,Bone marrow,Multiple myeloma,Blood
CVCL_2096,L-1236,ACH-000702,lymphoma,lymphoma,Lymph,Hodgkin_lymphoma, ,,RPMI + 10% FBS,Male,DSMZ,Peripheral blood,Hodgkin lymphoma,Lymph
CVCL_2149,OCI-M1,ACH-000751,leukemia,leukemia,Blood,AML, ,,,Unknown,DSMZ,,Acute myeloid leukemia,Blood
CVCL_2161,PL-21,ACH-000218,leukemia,leukemia,Blood,AML, ,,,Male,DSMZ,Peripheral blood,Acute myeloid leukemia,Blood
CVCL_2176,Rh41,ACH-000100,rhabdomyosarcoma,rhabdomyosarcoma,Muscle, , ,,,Female,DSMZ,Lung,Alveolar rhabdomyosarcoma,Muscle
CVCL_2193,SiSo,ACH-001650,cervix,cervix,Cervix, , ,Adherent,RPMI + 10% heat inactivated FBS,Female,,"Uterus, cervix",Human papillomavirus-related endocervical adenocarcinoma,Cervix
CVCL_2208,SUP-HD1,ACH-001203,lymphoma,lymphoma,Lymph,Hodgkin_lymphoma, ,,,Male,DSMZ,Pleural effusion,Hodgkin lymphoma,Lymph
CVCL_2235,VCaP,ACH-000115,prostate,prostate,Prostate, , ,Adherent,DMEM + 10% FBS,Male,ATCC,"Bone, vertebra",Prostate carcinoma,Prostate
CVCL_2253,C-4-I,ACH-001334,cervix,cervix,Cervix, , ,Adherent,Waymouth's MB 752/1 + 10% FBS,Female,,"Uterus, cervix",Squamous cell carcinoma of the cervix uteri,Cervix
CVCL_2307,BICR 10,ACH-001331,upper_aerodigestive,upper_aerodigestive,Head And Neck,upper_aerodigestive_squamous, ,,,Female,,"Oral cavity, buccal mucosa",Squamous cell carcinoma of the oral cavity,Head And Neck
CVCL_2310,BICR 22,ACH-000794,upper_aerodigestive,upper_aerodigestive,Head And Neck,upper_aerodigestive_squamous, ,Adherent,DMEM + 10% FBS + 2mM Glutamine + 0.4ug/ml Hydrocortisone,Male,ECACC,Lymph node,Squamous cell carcinoma of the oral tongue,Head And Neck
CVCL_2312,BICR 31,ACH-000228,upper_aerodigestive,upper_aerodigestive,Head And Neck,upper_aerodigestive_squamous, ,Adherent,DMEM + 10% FBS,Male,ECACC,"Oral cavity, tongue",Squamous cell carcinoma of the oral tongue,Head And Neck
CVCL_2315,BICR 78,ACH-001332,upper_aerodigestive,upper_aerodigestive,Head And Neck,upper_aerodigestive_squamous, ,Adherent,DMEM + 10% FBS + Glutamine + Hydrocortisone,Male,,"Oral cavity, alveolar ridge",Squamous cell carcinoma of the oral cavity,Head And Neck
CVCL_2319,BT-483,ACH-000818,breast,breast,Breast,TPBC, ,,,Female,ATCC,Breast,Invasive breast carcinoma of no special type,Breast
CVCL_2418,COR-L95,ACH-000743,lung,lung,Lung,lung_small, ,,,Male,ECACC,Lung,Small cell lung cancer,Lung
CVCL_2520,HT115,ACH-000986,colorectal,colorectal,Colon, , ,Adherent,DMEM + 15% FBS + 2mM Glutamax,Unknown,ECACC,,Colon carcinoma,Colon
CVCL_2588,MDST8,ACH-000935,colorectal,colorectal,Colon, , ,Adherent,DMEM + 10% FBS + 2mM Glutamine,Unknown,ECACC,Colon,Colon carcinoma,Colon
CVCL_2678,PE/CA-PJ15,ACH-000619,upper_aerodigestive,upper_aerodigestive,Head And Neck,upper_aerodigestive_squamous, ,,IMDM + 10% FBS + 2mM Glutamine,Male,ECACC,"Oral cavity, tongue",Squamous cell carcinoma of the oral tongue,Head And Neck
CVCL_2761,WIL2 NS,ACH-002316,unknown,hereditary spherocytosis,Blood, , ,,,,Sanger,Spleen,Hereditary spherocytosis,Blood
CVCL_2784,HO-1-u-1,ACH-002045,upper_aerodigestive,upper_aerodigestive,Head And Neck,upper_aerodigestive_squamous, ,,,Male,,"Salivary gland, sublingual gland",Squamous cell carcinoma of the oral cavity,Head And Neck
CVCL_2785,JHH-1,ACH-000620,liver,liver,Liver, , ,Adherent,William's E Medium + 10% FBS,Male,HSRRB,,Adult hepatocellular carcinoma,Liver
CVCL_2856,ASH-3,ACH-001443,thyroid,thyroid,Thyroid, , ,,,Female,,Thyroid gland,Anaplastic thyroid carcinoma,Thyroid
CVCL_2909,G-292 clone A141B1,ACH-000082,bone,bone,Bone,osteosarcoma, ,Adherent,McCoy's 5A + 10% FBS,Female,ATCC,Bone,Osteosarcoma,Bone
CVCL_2960,IHH-4,ACH-001528,thyroid,thyroid,Thyroid, , ,,,Male,,Left cervical lymph node,Differentiated thyroid carcinoma,Thyroid
CVCL_2986,KMRC-20,ACH-000250,kidney,kidney,Kidney, , ,Adherent,RPMI + 10% FBS,Unknown,HSSRB,Kidney,Clear cell renal carcinoma,Kidney
CVCL_3001,KON,ACH-001542,upper_aerodigestive,upper_aerodigestive,Head And Neck, , ,,,Male,,Cervical lymph node,Squamous cell carcinoma of the oral cavity,Head And Neck
CVCL_3008,LC-1/sq,ACH-002156,unknown,lung squamous cell carcinoma,Lung, , ,,,,Sanger,Lung,Lung squamous cell carcinoma,Lung
CVCL_3035,MY-M12,ACH-002276,unknown,mixed phenotype acute leukemia,Blood, , ,,,,Sanger,Bone marrow,Mixed phenotype acute leukemia,Blood
CVCL_3041,NB(TU)1,,,neuroblastoma,Nervous System,,,,,,,,Neuroblastoma,Nervous System
CVCL_3075,Onda 10,,,glioblastoma,Brain,,,,,,,"Brain, left parietal lobe",Glioblastoma,Brain
CVCL_3086,OSC-19,ACH-001625,upper_aerodigestive,upper_aerodigestive,Head And Neck,upper_aerodigestive_squamous, ,,,Male,,Cervical lymph node,Squamous cell carcinoma of the oral tongue,Head And Neck
CVCL_3087,OSC-20,ACH-001626,upper_aerodigestive,upper_aerodigestive,Head And Neck,upper_aerodigestive_squamous, ,,,Female,,Cervical lymph node,Squamous cell carcinoma of the oral tongue,Head And Neck
CVCL_3110,OVKATE,ACH-000443,ovary,ovary,Ovary,ovary_adenocarcinoma,ovary_high_grade_serous,,,Female,HSRRB,Ovary,High grade ovarian serous adenocarcinoma,Ovary
CVCL_3112,OVMIU,ACH-002183,unknown,high grade ovarian serous adenocarcinoma,Ovary, , ,,,,Sanger,Ovary,High grade ovarian serous adenocarcinoma,Ovary
CVCL_3116,OVISE,ACH-000527,ovary,ovary,Ovary,ovary_adenocarcinoma,ovary_clear_cell,Adherent,RPMI + 10% FBS,Female,HSSRB,"Pelvis, innominate bone",Clear cell adenocarcinoma of the ovary,Ovary
CVCL_3119,P32/ISH,ACH-002293,unknown,burkitt lymphoma,Lymph, , ,,,,Sanger,,Burkitt lymphoma,Lymph
CVCL_3160,SAT [Human HNSCC],,,head and neck squamous cell carcinoma,Head And Neck,,,,,,,,Head and neck squamous cell carcinoma,Head And Neck
CVCL_3167,SKN,ACH-001655,uterus,uterus,Uterus,uterus_endometrium, ,,,Female,,,Leiomyosarcoma of the corpus uteri,Uterus
CVCL_3168,SKN-3,ACH-002305,unknown,squamous cell carcinoma of the oral cavity,Head And Neck, , ,,,,Sanger,,Squamous cell carcinoma of the oral cavity,Head And Neck
CVCL_3169,VL51,,,splenic marginal zone lymphoma,Lymph,,,,,,,Peripheral blood,Splenic marginal zone lymphoma,Lymph
CVCL_3174,T.T,ACH-000561,esophagus,esophagus,Esophagus,esophagus_squamous, ,,,Male,HSSRB,"Bone, jaw, mandible",Squamous cell carcinoma of the esophagus,Esophagus
CVCL_3216,TK [Human B-cell lymphoma],,,b-cell non-hodgkin lymphoma,Lymph,,,,,,,Ascites,B-cell non-Hodgkin lymphoma,Lymph
CVCL_3302,Farage,ACH-001498,lymphoma,lymphoma,Lymph,B-cell_ALL, ,,,Female,,Lymph node,Diffuse large B-cell lymphoma,Lymph
CVCL_3407,NT2-D1,,,embryonal carcinoma,Embryonic,,,,,,,Lung,Embryonal carcinoma,Embryonic
CVCL_3540,LNZTA3WT4,ACH-002269,unknown,astrocytoma,Brain, , ,,,,Sanger,"Brain, right parieto-occipital lobe.",Astrocytoma,Brain
CVCL_3728,JSC-1,ACH-002253,unknown,primary effusion lymphoma,Lymph, , ,,,,Sanger,Ascites,Primary effusion lymphoma,Lymph
CVCL_3755,NK-92MI,ACH-002289,unknown,natural killer cell lymphoblastic leukemia/lymphoma,Blood, , ,,,,Sanger,Peripheral blood,Natural killer cell lymphoblastic leukemia/lymphoma,Blood
CVCL_4384,TMK-1,ACH-002202,unknown,gastric adenocarcinoma,Stomach, , ,,,,Sanger,Lymph node,Gastric adenocarcinoma,Stomach
CVCL_4996,MS751,ACH-001360,cervix,cervix,Cervix, , ,Adherent,MEM + 10% FBS,Female,,Lymph node,Squamous cell carcinoma of the cervix uteri,Cervix
CVCL_5160,NCI-H3122,ACH-000337,lung,lung,Lung,lung_NSC,lung_adenocarcinoma,Adherent,RPMI + 10% FBS,Unknown,,Pleural effusion,Lung adenocarcinoma,Lung
CVCL_5986,JHU-011,ACH-002249,unknown,squamous cell carcinoma of the larynx,Head And Neck, , ,,,,Sanger,Larynx,Squamous cell carcinoma of the larynx,Head And Neck
CVCL_5991,JHU-022,ACH-002250,unknown,squamous cell carcinoma of the larynx,Head And Neck, , ,,,,Sanger,Larynx,Squamous cell carcinoma of the larynx,Head And Neck
CVCL_5993,JHU-029,ACH-002251,unknown,squamous cell carcinoma of the larynx,Head And Neck, , ,,,,Sanger,Larynx,Squamous cell carcinoma of the larynx,Head And Neck
CVCL_6357,451Lu,ACH-001002,skin,skin,Skin,melanoma, ,,,Male,,"Arm, skin",Cutaneous melanoma,Skin
CVCL_8822,SJNB-5,,,neuroblastoma,Nervous System,,,,,,,Bone marrow,Neuroblastoma,Nervous System
CVCL_8823,SJNB-6,,,neuroblastoma,Nervous System,,,,,,,,Neuroblastoma,Nervous System
CVCL_8824,SJNB-7,,,neuroblastoma,Nervous System,,,,,,,,Neuroblastoma,Nervous System
CVCL_A385,HSC-39,ACH-002141,unknown,gastric signet ring cell adenocarcinoma,Stomach, , ,,,,Sanger,Ascites,Gastric signet ring cell adenocarcinoma,Stomach
CVCL_A464,NCI-H3118,,,parotid gland mucoepidermoid carcinoma,Head And Neck,,,,,,,,Parotid gland mucoepidermoid carcinoma,Head And Neck
CVCL_A532,NCI-H2369,,,pleural mesothelioma,Lung,,,,,,,,Pleural mesothelioma,Lung
CVCL_A533,NCI-H2373,,,pleural mesothelioma,Lung,,,,,,,"Lung, pleura",Pleural mesothelioma,Lung
CVCL_A536,NCI-H2461,,,pleural mesothelioma,Lung,,,,,,,"Lung, pleura",Pleural mesothelioma,Lung
CVCL_A543,NCI-H2591,,,pleural mesothelioma,Lung,,,,,,,"Lung, pleura",Pleural mesothelioma,Lung
CVCL_A545,NCI-H2595,,,pleural mesothelioma,Lung,,,,,,,"Lung, pleura",Pleural mesothelioma,Lung
CVCL_A555,NCI-H290,,,pleural mesothelioma,Lung,,,,,,,Pleural effusion,Pleural mesothelioma,Lung
CVCL_A570,NCI-H513,ACH-002341,unknown,lung adenosquamous carcinoma,Lung, , ,,,,Sanger,Hypodermis,Lung adenosquamous carcinoma,Lung
CVCL_C184,PCI-15A,ACH-002294,unknown,squamous cell carcinoma of the hypopharynx,Head And Neck, , ,,,,Sanger,"Pharynx, hypopharynx, pyriform sinus",Squamous cell carcinoma of the hypopharynx,Head And Neck
CVCL_1658,EW-8,ACH-000499,bone,bone,Bone,Ewing_sarcoma, ,Adherent,DMEM + 10% FBS + 2mM L-glutamine,Male,,Bone marrow,Ewing sarcoma,Bone
CVCL_C757,PCI-30,ACH-002295,unknown,squamous cell carcinoma of the oral tongue,Head And Neck, , ,,,,Sanger,,Squamous cell carcinoma of the oral tongue,Head And Neck
CVCL_H525,ML-1 [Human thyroid carcinoma],,,differentiated thyroid carcinoma,Thyroid,,,,,,,Thyroid gland,Differentiated thyroid carcinoma,Thyroid
CVCL_L911,ME1,ACH-000439,leukemia,leukemia,Blood,AML, ,,,Male,DSMZ,,Melanoma,Blood
CVCL_M471,PCI-38,ACH-002296,unknown,squamous cell carcinoma of the oral tongue,Head And Neck, , ,,,,Sanger,,Squamous cell carcinoma of the oral tongue,Head And Neck
CVCL_S641,KMH-2,ACH-000815,lymphoma,lymphoma,Lymph,Hodgkin_lymphoma, ,,,Male,DSMZ,Thyroid gland,Anaplastic thyroid carcinoma,Lymph
CVCL_S976,PL4,ACH-002186,unknown,pancreatic ductal adenocarcinoma,Pancreas, , ,,,,Sanger,,Pancreatic ductal adenocarcinoma,Pancreas
